,productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3
71,B000PHNWRG,Mustela Bebe Multi Sensory Bubble Bath,A1DIJLFM5R9KRD,1/1,5.0,1344470400,"I know it's supposed to be for babies but I just love this bubble bath! It smells clean, like soap, and not all perfume-y. The whole bathroom smells great afterwards - too bad I can't get the whole house to smell like this or I'd never leave home, lol.",beauty,bath body,bath
72,B0002402IO,Hair No More Hair No More Inhibitor,A2UN1Z8MBKH4U9,0/0,1.0,1344470400,I have to delete my previous recommendation of this product. The new stuff I got isn't the same formula - it smells bad enough that I can't use it. For someone not sensitive to odors it may be okay.,health personal care,personal care,shaving hair removal
73,B00000JHQC,Duracell Coppertop Alkaline Batteries,AF79D51F13FFZ,0/1,5.0,1344470400,"This is a good product at a good price. Duracell batteries are the way to go. They are very reliable, long lasting, and cheap. You can't get better batteries for cheaper. I have used Duracell batteries for years and always found them to be reliable for powering all kinds of electronic devices, and long lasting enough not to break the bank. I have also never had a problem with leakage.",health personal care,household supplies,household batteries
74,B00021ZY9Y,Swede-O Trim Lok Ankle Brace,AINGCSSLH853W,0/0,2.0,1344470400,"It was true-to-size and 'fit'. The sewing and materials are very good, BUT!!!...It does not hold the ankle at a 90deg angle. The 'stiffening' isn't stiff at all, and not only offers ZERO support, but leaves a bulky u-shape that puts pressure on the soft tissue around the ankle. The material is bulky and does not fit into shoes easily or comfortably. It has no stretch around the calf so it bites into the hamstring & achilles tendon. The lacing is difficult to use at best, it has to be completely un-laced and re-laced every time the brace is removed/put on. Also, the lacing is angled such-that it does not tighten at the 'bend' in the front of the ankle, so it does not hold the ankle steady forward/back either. Since this brace offered no side-side or forward-back support, didn't fit in my shoes, and was actually painfully tight around the calf, (in other words, it dosen't do anything the description says it'll do) I returned it.",health personal care,medical supplies equipment,braces
75,B000PWBTUI,ACQUA DI GIO by Giorgio Armani (WOMEN),A28A0WTMKKF28Y,1/1,5.0,1344470400,"The product itself is great, however, i requested a gift note ""Just Because :)"" and it was not with the package. Also, i requested to have the price hidden because it was a gift, and the price was not hidden and the person I got it for even commented on the price, which of course is why it was supposed to be hidden.",beauty,fragrance,women s
76,B000634MXM,Snoozer Lookout Car Seat,A1YJMG0QJXZLD4,0/0,5.0,1344470400,"I have two of these one black and one beige. I got one on line for full price, and the other at a flea market can you believe for 5 bucks it was new.These are great and I would pay full price for both, it is well worth the cost. You can take off the cover and wash it.My dog loves it he can sit and look out at the world I drive, it is elevated just high enough.",pet supplies,dogs,carriers travel products
77,B000BTBL4Y,Trend Lab Diaper Stacker,A30NPI3DLM4IPE,0/0,4.0,1344470400,"We found this diaper stacker to get the job done. It is made of a very white square patterned fabric, not your typical ""pique"" so we were a bit disappointed by that. Also, the base and top are lined with cardboard, which isn't great to put in the washing machine, but we took the base out and washed the rest and it held up in the wash fine--and we hung to dry. It holds 3 rows of diapers if you tightly pack, otherwise two rows, essentially one giant box! We were very happy and surprised with that! We tied ours (two ties at the top) to a fabric-covered hanger, and it has worked beautifully. This is extremely basic, not ""luxe"" in any way, but classic and we have been pleased with it!",baby products,diapering,diaper stackers caddies
78,B00024CLEM,Futurebiotics Silver (Colloidal),A3C4DZJC4URP4W,1/2,3.0,1344470400,thought this to be holly grail.been reading about the difference between ionic and real silver.seems ionic is better for topical non is good for ingestion. will stick with organic virgin coconut oil.,health personal care,nutrition wellness,vitamins supplements
79,B000JJDI0G,"Carlson 0930PW Extra-Wide Walk-Thru Gate with Pet Door, White",A1QBS5HW7VJOEE,4/7,1.0,1344470400,"I am very disappointed with the description of this gate. When I searched ""Baby Gate with Cat opening"" this gate came up. After reading the entire description it sounded like what I was looking for.... until I got it.... this gate is NOT to be used as a baby gate! It does not state that ANYWHERE in the description and the best part.... I couldn't even return the gate... so I just wasted 45 bucks on something I can't even use... this gate is to gate off dogs but still allowing a cat to roam... very disappointed!",pet supplies,dogs,doors
80,B000QSNYGI,Optimum Nutrition 100% Whey Gold Standard,ACKKHDUB93LG1,0/0,5.0,1344470400,I love optimum nutrition Im not a very serious bodybuilder but I do workout and use this after every workout. Dissolves easily into water and taste ok. I don't really care for taste though.,health personal care,nutrition wellness,nutrition bars drinks
81,B0002DJIQW,Cascade Canister Filter Pumps for Fresh & Saltwater Aquariums - UL Listed,A3J8WR3ANXIOU7,0/0,5.0,1344470400,"I'm new to aquariums but after doing my research I chose to go with the Cascade 1500. I have a 100 gal freshwater tank and this thing is doing the trick very nicely. My water quality is perfect so far so I have to attribute that in part to good filtration. The best part of it all is that I asked the local aquarium store owner what the best unit for my tank was (after I had already ordered this one) and he was trying to sell me this one. In the store they had it listed for the ""everyday low prices"" of $349.99! This thing was a deal and I highly recommend it.",pet supplies,fish aquatic pets,aquariums
82,B000O37V5K,"Hagen Parrot VME Pro-Mix Seed, 5-Pound",AYWLGJPC5O7AQ,0/0,5.0,1344470400,This bird seed mix has the highest amount of safflower seeds I have seen. There are a few shelled peanuts and a few other things...but mostly safflower. I blend this with other bird seed mixes and my double yellow head Amazon loves it. There are no shells to clean up - trust me...plenty else to clean up from Normy.,pet supplies,birds,food
83,B0009N37ZS,Aquolina Pink Sugar,A2P8UA7PPGF9Q4,0/0,5.0,1344470400,"Wonderful, beautiful, sexy, romantic.. flawless.. best money I ever spent.Makes you feel quite sexy and men notice it right away.",beauty,fragrance,women s
84,B00014FE0G,Avalon Shampoo,A1LZPS6EU83OJ5,0/0,5.0,1344470400,"I decided to try one of the natural shampoos after moving to the city (DC) and trying to lessen my exposure to chemicals. I work in a biotech lab and use alot of the chemicals found in normal shampoo on a daily basis. I decided I just didn't need such harsh surfactants (SLS) and cleating agents (EDTA, etc) when all I was trying to do was wash off some sebum. I am a particularly sweaty person and this shampoo cuts through the grease in my medium length hair no problem and has a sweet mango scent. Gets a good lather, smells good, organic and not tested on animals (which is just a bonus to me), less chemicals what more could you ask for?",beauty,hair care,shampoos
85,B00006SKLU,Sportsheets Beginners Bondage Fantasy Kit,A26NFF6NZ03NIF,0/0,3.0,1344470400,"This set comes as shown in the picture.The material is soft and nice to wear.The mask though is a bit big and the elastic is long, so you can see out from around your nose where it does not fit tight, which kind of defeats the whole purpose.The restrains are sturdy and come with a long strap that can be tied around wherever you wanna be tied up to.I would have given it more stars if the mask was not so big and the elastic starp was not so long or worn out that it slips of your face, might have to do some improvements myself :)Altogether a good beginners set.",health personal care,sexual wellness,bondage gear accessories
86,B0006I8I00,"CLic Adjustable Front Connect Reader, 2.00 Strength",A3O8XN6FOWRRGA,1/1,2.0,1344470400,Sent them back. Was not what I was expecting. The head band part is ridged and not flexable. Uncomfortable over ears and forget about having a ponytail in because it will not fit over or under one.,health personal care,personal care,eye care
87,B000NSZ4UA,Perio Therapy Gum Care Gel Toothpaste - 3.5 Oz,A3B62CEEBAKM7M,1/1,5.0,1344470400,"No place in my town sells this product. I took a chance on it when I saw it on amazon and I am glad I did. I have used many kinds of both herbal and regular toothpaste and mouthwashes over the years but none were able to stop a raging gum infection I had picked up from somewhere after many years of being told by dentists my mouth was very healthy. This is more expensive than other toothpastes but it is the only one I will use from now on as it is the only one that seems to be able to keep the bad bacteria at bay. I use it with the companion mouthwash of the same name.I recommend this toothpaste and the mouthwash intended to be used with it to anyone. The mouthwash, to some people, has a funny taste, but that is just because it is hydrogen peroxide based and that is what you taste.If you buy it as a set (they sell it this way on amazon and you can find it if you look), you get a free mouthpiece so you can use the toothpaste as a tooth whitener, too.",health personal care,personal care,oral hygiene
88,B0000ZLEQY,Auric Blends Perfume Oil,A3VF20DI5M8XVX,0/0,5.0,1344470400,Strong when you first put it on but then it is very mild. For some one who's allergic to a lot of this kind of stuff it is the only perfume i use.,beauty,fragrance,women s
89,B000KDUI18,Maximus Personal Lubricant,A28RH13Q2THDHH,0/0,5.0,1344470400,"This is a repeat order. This is the best lube I have found. Not greasy, no residue and lasts. Excellent value product.",health personal care,sexual wellness,safer sex
90,B0002DHY5O,"Tetra Whisper Power Filter 30, 30-Gallon",AYB4ELCS5AM8P,0/0,5.0,1344470400,"This is a simple inexpensive filter that works pretty well for aquariums. The design is pretty simple, the pump sucks up water which passes through activated carbon to remove toxic chemicals and then past a sponge to filter out suspended particles. More serious aquarium enthusiasts will probably want to add more filtration power to their tank but this filter does a pretty good basic job.Setup is real simple, just put everything together per the instructions and then hang over the side and plug in. I have found this power filter to be pretty quiet. I've installed this in two tanks. In one tank the water level is low and the splashing water covers the pump noise so I don't hear any pump noise. In the other tank, the water level is high, there is no water splash but the filter is hidden by the cabinet so I don't hear anything either. So either way, I'm pleased with the quietness of both filters.Most filter companies sell a basic power filter with the same basic design and I suppose all will work the same. Right now this filter is at a really good price so go for it!",pet supplies,fish aquatic pets,pumps filters
